0.50,0
1.00,0
1.50,99
2.00,288
2.50,391
3.00,338
3.50,329
4.00,336
4.50,320
5.00,275
5.50,248
6.00,326
6.50,368
7.00,386
7.50,377
8.00,375
8.50,394
9.00,411
9.50,434
10.00,402
10.50,328
11.00,337
11.50,356
12.00,371
12.50,427
13.00,427
13.50,378
14.00,354
14.50,351
15.00,330
15.50,301
16.00,283
16.50,350
17.00,389
17.50,341
18.00,307
18.50,346
19.00,345
19.50,314
20.00,369
20.50,388
21.00,328
21.50,337
22.00,359
22.50,368
23.00,417
23.50,388
24.00,326
24.50,328
25.00,324
25.50,288
26.00,301
26.50,317
27.00,324
27.50,315
28.00,347
28.50,380
29.00,321
29.50,348
30.00,354
30.50,321
31.00,388
31.50,386
32.00,337
32.50,438
33.00,419
33.50,426
34.00,453
34.50,390
35.00,372
35.50,356
36.00,317
36.50,313
37.00,325
37.50,348
38.00,330
38.50,286
39.00,308
39.50,331
40.00,372
40.50,446
41.00,408
41.50,400
42.00,412
42.50,377
43.00,357
43.50,311
44.00,314
44.50,276
45.00,115
49.00,51
49.50,418
50.00,670
50.50,675
51.00,600
51.50,636
52.00,672
52.50,737
53.00,781
53.50,812
54.00,814
54.50,830
55.00,885
55.50,883
56.00,837
56.50,836
57.00,801
57.50,553
58.00,305
58.50,57
